"disease","state","year","weeks_reporting","count","population","raw_rate","rate"
"Measles","Virginia",1966,51,2256,4371553,51.606374210721,52.6182639011273
"Measles","Virginia",1967,52,2346,4440903,52.827093949136,52.827093949136
"Measles","Virginia",1968,51,433,4510316,9.6002142643664,9.78845375974613
"Measles","Virginia",1969,50,934,4579585,20.3948611064103,21.2106555506667
"Measles","Virginia",1970,51,2466,4648494,53.0494392377402,54.0896243208332
"Measles","Virginia",1971,51,1563,4716888,33.1362542422038,33.7859847175411
"Measles","Virginia",1972,44,77,4784911,1.60922533355375,1.90181175783625
"Measles","Virginia",1973,49,435,4852796,8.96390452019825,9.51271500102672
"Measles","Virginia",1974,47,43,4920790,0.873843427579718,0.966805494343518
"Measles","Virginia",1975,50,43,4989154,0.861869567465747,0.896344350164377
"Measles","Virginia",1976,50,856,5058168,16.9231231544702,17.600048080649
"Measles","Virginia",1977,48,2676,5128123,52.1828357081139,56.5314053504567
"Measles","Virginia",1978,49,2648,5199330,50.9296390111803,54.0477801751301
"Measles","Virginia",1979,49,320,5272114,6.06967148282454,6.4412840225893
"Measles","Virginia",1980,48,358,5346818,6.69557108545681,7.25353534257821
"Measles","Virginia",1981,33,13,5423715,0.239688110455656,0.377690355869519
"Measles","Virginia",1982,48,8,5502729,0.145382409346344,0.157497610125206
"Measles","Virginia",1983,42,21,5583684,0.376095781924622,0.465642396668579
"Measles","Virginia",1984,41,4,5666393,0.0705916444552999,0.0895308661384291
"Measles","Virginia",1985,43,28,5750657,0.486900888020273,0.588810376210563
"Measles","Virginia",1986,34,51,5836264,0.873846693706796,1.33647141390451
"Measles","Virginia",1987,28,1,5922986,0.0168833760539025,0.0313548412429619
"Measles","Virginia",1988,38,212,6010582,3.52711268226604,4.82657524941669
"Measles","Virginia",1989,33,25,6098796,0.409916973776463,0.645929776859882
"Measles","Virginia",1990,45,75,6187358,1.21214903032926,1.40070554615826
"Measles","Virginia",1991,40,21,6276031,0.334606377820632,0.434988291166822
"Measles","Virginia",1992,42,15,6364773,0.235672191294175,0.291784617792788
"Measles","Virginia",1994,46,2,6542496,0.0305693729121118,0.0345566824223873
"Measles","Virginia",1996,30,1,6720613,0.0148795950607482,0.0257912981052968
"Measles","Virginia",1997,25,2,6809854,0.0293692052722423,0.0610879469662639
"Measles","Virginia",1998,36,0,6899238,0,0
"Measles","Virginia",1999,36,18,6988785,0.257555497844046,0.372024607996955
"Measles","Virginia",2000,24,2,7078515,0.0282545138351759,0.0612181133095477
"Measles","Virginia",2001,20,1,7168459,0.013949999574525,0.036269998893765
"Measles","Washington",1928,52,5348,1522219,351.329210842855,351.329210842855
"Measles","Washington",1929,52,3866,1544172,250.360711112493,250.360711112493
"Measles","Washington",1930,52,9904,1563396,633.49272992895,633.49272992895
"Measles","Washington",1931,51,3121,1579207,197.630836236162,201.505950672165
"Measles","Washington",1932,50,10009,1592292,628.590735870054,653.734365304856
"Measles","Washington",1933,51,2481,1603725,154.702333629519,157.735712720294
"Measles","Washington",1934,51,7628,1614623,472.432264373789,481.695642106608
"Measles","Washington",1935,52,8560,1626134,526.401883239635,526.401883239635
"Measles","Washington",1936,50,7665,1639440,467.537695798565,486.239203630508
"Measles","Washington",1937,51,1737,1655767,104.906064681806,106.963046342234
"Measles","Washington",1938,52,1909,1676398,113.875106030907,113.875106030907
"Measles","Washington",1939,51,19868,1702707,1166.84784874908,1189.7272183324
"Measles","Washington",1940,48,16005,1736191,921.845580353774,998.666045383256
"Measles","Washington",1941,48,2116,1778078,119.004903046998,128.921978300914
"Measles","Washington",1942,50,12276,1827948,671.572714322289,698.435622895181
"Measles","Washington",1943,47,15510,1884913,822.84964876363,910.386845440612
"Measles","Washington",1944,47,5524,1947996,283.573477563609,313.74086879378
"Measles","Washington",1945,48,6436,2016085,319.232572039373,345.835286375988
"Measles","Washington",1946,51,11753,2087893,562.911988305914,573.949478272697
"Measles","Washington",1947,50,1413,2161927,65.3583585384705,67.9726928800094
"Measles","Washington",1948,44,10876,2236465,486.303161462397,574.721918091924
"Measles","Washington",1949,52,12644,2309543,547.467615887645,547.467615887645
"Measles","Washington",1950,49,3404,2378963,143.087555376019,151.848017950061
"Measles","Washington",1951,48,17776,2442804,727.688345033003,788.32904045242
"Measles","Washington",1952,49,5973,2501026,238.821987456348,253.44374179041
"Measles","Washington",1953,49,11667,2554187,456.779397906261,484.745483492359
"Measles","Washington",1954,50,21574,2602965,828.824052570818,861.977014673651
"Measles","Washington",1955,48,11068,2648142,417.953417905837,452.782869397991
"Measles","Washington",1956,51,12842,2690592,477.292729629762,486.651410602894
"Measles","Washington",1957,51,16735,2731267,612.719298406198,624.733402296515
"Measles","Washington",1958,49,10654,2771191,384.455636583693,407.993736782694
"Measles","Washington",1959,48,14457,2811455,514.217727119943,557.069204379938
"Measles","Washington",1960,49,13023,2853214,456.432640523985,484.377496066269
"Measles","Washington",1961,51,8685,2897471,299.744156196904,305.621492592922
"Measles","Washington",1962,50,20714,2944397,703.505675355599,731.645902369823
"Measles","Washington",1963,47,4933,2993942,164.766050912142,182.294354200668
"Measles","Washington",1964,50,19978,3046057,655.864286190311,682.098857637923
"Measles","Washington",1965,52,7587,3100686,244.687788444235,244.687788444235
"Measles","Washington",1966,51,5096,3157768,161.379810043043,164.544120043887
"Measles","Washington",1967,52,5679,3217235,176.518034896425,176.518034896425
"Measles","Washington",1968,52,598,3279015,18.2371840324,18.2371840324
"Measles","Washington",1969,50,56,3343024,1.67513006188409,1.74213526435945
"Measles","Washington",1970,49,678,3409169,19.8875444426486,21.1051492044434
"Measles","Washington",1971,49,1142,3477326,32.841326927645,34.852020413011
"Measles","Washington",1972,50,987,3547263,27.8242690209325,28.9372397817698
"Measles","Washington",1973,49,888,3618704,24.5391720350711,26.0415703229326
"Measles","Washington",1974,47,79,3691346,2.14014075082639,2.36781529878665
"Measles","Washington",1975,52,300,3764862,7.96841955960139,7.96841955960139
"Measles","Washington",1976,50,387,3838897,10.0810206681763,10.4842614949034
"Measles","Washington",1977,47,481,3913069,12.2921420501402,13.5998167363253
"Measles","Washington",1978,49,429,3986966,10.7600616609221,11.4188409462847
"Measles","Washington",1979,50,1039,4060150,25.590187554647,26.6137950568329
"Measles","Washington",1980,50,173,4132156,4.18667639847092,4.35414345440976
"Measles","Washington",1981,31,4,4202665,0.0951777027195839,0.159652920690915
"Measles","Washington",1982,46,37,4272055,0.866093718362708,0.979062464236105
"Measles","Washington",1983,42,31,4340912,0.714135647071399,0.88416794399316
"Measles","Washington",1984,48,172,4409870,3.90034173342978,4.2253702112156
"Measles","Washington",1985,40,89,4479602,1.98678364729724,2.58281874148641
"Measles","Washington",1986,43,214,4550828,4.7024409623919,5.68667279172974
"Measles","Washington",1987,36,48,4624310,1.03799269512641,1.49932278184926
"Measles","Washington",1988,33,7,4700862,0.148908859694243,0.234644263760626
"Measles","Washington",1989,35,52,4781348,1.08755940793266,1.61580254892852
"Measles","Washington",1990,37,329,4866692,6.76023878231867,9.50087612650191
"Measles","Washington",1991,37,77,4957590,1.55317402205507,2.18283916613145
"Measles","Washington",1995,41,21,5363915,0.391505085371412,0.496543035105206
"Measles","Washington",1996,47,51,5471663,0.932074946867159,1.03123185610835
"Measles","Washington",1997,23,15,5579793,0.268827176922155,0.60778318260661
"Measles","Washington",1998,26,0,5687112,0,0
"Measles","Washington",2000,20,0,5894121,0,0
"Measles","Washington",2001,28,0,5991319,0,0
"Measles","West Virginia",1928,52,3323,1680235,197.76995479799,197.76995479799
"Measles","West Virginia",1929,51,6527,1705429,382.718952240169,390.223245421349
"Measles","West Virginia",1930,52,2733,1729205,158.049508300057,158.049508300057
"Measles","West Virginia",1931,52,5070,1751308,289.497906707444,289.497906707444
"Measles","West Virginia",1932,52,10476,1771815,591.258116676967,591.258116676967
"Measles","West Virginia",1933,51,5315,1790901,296.777990519856,302.597166804559
"Measles","West Virginia",1934,52,4105,1808755,226.95168776313,226.95168776313
"Measles","West Virginia",1935,51,10870,1825578,595.427859012324,607.102915071389
"Measles","West Virginia",1936,44,1144,1841583,62.1204691833059,73.415099943907
"Measles","West Virginia",1937,50,1995,1856989,107.431977249192,111.72925633916
"Measles","West Virginia",1938,50,10881,1872030,581.240685245429,604.490312655246
"Measles","West Virginia",1939,51,1856,1886942,98.3602039702333,100.28883542063
"Measles","West Virginia",1940,48,574,1901974,30.1791717447242,32.6941027234512
"Measles","West Virginia",1941,48,11165,1917274,582.337214190564,630.865315373111
"Measles","West Virginia",1942,50,5564,1932565,287.907521868605,299.423822743349
"Measles","West Virginia",1943,47,2330,1947457,119.643206499553,132.371207190995
"Measles","West Virginia",1944,47,8484,1961544,432.516425835974,478.528811563205
"Measles","West Virginia",1945,48,1361,1974413,68.9318800068679,74.6762033407735
"Measles","West Virginia",1946,47,2568,1985639,129.328644330616,143.087010748767
"Measles","West Virginia",1947,47,2705,1994794,135.602974542735,150.028822898345
"Measles","West Virginia",1948,38,5611,2001447,280.347168823356,383.63296786354
"Measles","West Virginia",1949,52,3637,2005173,181.380858409723,181.380858409723
"Measles","West Virginia",1950,50,5881,2005552,293.235976928048,304.96541600517
"Measles","West Virginia",1951,48,4509,2002299,225.191142781373,243.957071346487
"Measles","West Virginia",1952,49,5289,1995621,265.030283806394,281.256627712908
"Measles","West Virginia",1953,48,5972,1985856,300.726739501756,325.787301126903
"Measles","West Virginia",1954,51,9755,1973353,494.336289553871,504.029157976496
"Measles","West Virginia",1955,49,3839,1958465,196.020863278129,208.022140621687
"Measles","West Virginia",1956,51,10903,1941544,561.563374304162,572.574420859146
"Measles","West Virginia",1957,50,3411,1922941,177.384537539113,184.479919040678
"Measles","West Virginia",1958,49,12125,1902998,637.152535105134,676.161873989122
"Measles","West Virginia",1959,47,7538,1882050,400.520708801573,443.129294844293
"Measles","West Virginia",1960,49,3528,1860421,189.634496708003,201.244772016656
"Measles","West Virginia",1961,51,7842,1838502,426.542913741731,434.906500285686
"Measles","West Virginia",1962,51,9970,1816991,548.709377206602,559.468384602809
"Measles","West Virginia",1963,47,12505,1796634,696.023786703358,770.068870395204
"Measles","West Virginia",1964,51,9321,1778141,524.199149561255,534.477564258535
"Measles","West Virginia",1965,52,14872,1762200,843.94506866417,843.94506866417
"Measles","West Virginia",1966,51,5564,1749477,318.037905042478,324.273942396252
"Measles","West Virginia",1967,52,1496,1740635,85.9456462727683,85.9456462727683
"Measles","West Virginia",1968,52,362,1736343,20.8484153188627,20.8484153188627
"Measles","West Virginia",1969,51,242,1737298,13.9296770041754,14.2028079258259
"Measles","West Virginia",1970,51,349,1744237,20.0087488110847,20.4010772191452
"Measles","West Virginia",1971,51,575,1757602,32.7150287721566,33.3564999245518
"Measles","West Virginia",1972,49,279,1776420,15.7057452629446,16.667321503533
"Measles","West Virginia",1973,51,226,1799353,12.5600702030119,12.8063460893454
"Measles","West Virginia",1974,50,234,1825021,12.8217702700407,13.3346410808424
"Measles","West Virginia",1975,52,220,1851977,11.879197203853,11.879197203853
"Measles","West Virginia",1976,52,212,1878690,11.2844588516466,11.2844588516466
"Measles","West Virginia",1977,49,267,1903537,14.0265201044161,14.8852866414212
"Measles","West Virginia",1978,51,885,1924819,45.9783491330873,46.8798853905988
"Measles","West Virginia",1979,51,89,1940779,4.58578745957165,4.67570486073972
"Measles","West Virginia",1980,42,35,1949644,1.79519953386362,2.22262799430734
"Measles","West Virginia",1981,42,12,1950183,0.615326869324571,0.761833266782802
"Measles","West Virginia",1982,44,2,1943276,0.102918988347512,0.121631531683423
"Measles","West Virginia",1983,1,1,1930383,0.0518031913874086,2.69376595214525
"Measles","West Virginia",1985,37,47,1892575,2.4833890334597,3.49016837134877
"Measles","West Virginia",1986,36,2,1870576,0.10691893833771,0.154438466487803
"Measles","West Virginia",1988,40,6,1827291,0.32835492540597,0.426861403027761
"Measles","West Virginia",1989,31,53,1808587,2.93046450074008,4.91561787220917
"Measles","West Virginia",1990,39,6,1793477,0.334545689741212,0.44606091965495
"Measles","West Virginia",1994,24,36,1773638,2.02972647180541,4.39774068891172
"Measles","West Virginia",1997,1,1,1786913,0.0559624335376149,2.91004654395597
"Measles","Wisconsin",1928,52,3642,2885694,126.208808002512,126.208808002512
"Measles","Wisconsin",1929,52,29825,2913225,1023.7794883677,1023.7794883677
"Measles","Wisconsin",1930,52,22082,2939006,751.342460682285,751.342460682285
"Measles","Wisconsin",1931,52,15146,2962864,511.194573898768,511.194573898768
"Measles","Wisconsin",1932,52,28255,2984994,946.568066803484,946.568066803484
"Measles","Wisconsin",1933,52,9651,3005691,321.090890580569,321.090890580569
"Measles","Wisconsin",1934,52,40706,3025264,1345.5354640124,1345.5354640124
"Measles","Wisconsin",1935,52,43453,3044033,1427.48123952664,1427.48123952664
"Measles","Wisconsin",1936,50,3900,3062325,127.354216159291,132.448384805662
"Measles","Wisconsin",1937,50,2055,3080478,66.7104261091947,69.3788431535625
"Measles","Wisconsin",1938,52,72746,3098835,2347.52737722402,2347.52737722402
"Measles","Wisconsin",1939,50,23975,3117751,768.983796332677,799.743148185984
"Measles","Wisconsin",1940,48,20007,3137587,637.655625166728,690.793593930622
"Measles","Wisconsin",1941,48,31184,3158678,987.248462806275,1069.51916804013
"Measles","Wisconsin",1942,50,23870,3181216,750.342007584521,780.355687887902
"Measles","Wisconsin",1943,47,38898,3205364,1213.52832314832,1342.62708093006
"Measles","Wisconsin",1944,47,41957,3231289,1298.46015011347,1436.59420863618
"Measles","Wisconsin",1945,48,4903,3259165,150.437305260703,162.973747365762
"Measles","Wisconsin",1946,52,42237,3289177,1284.12061740673,1284.12061740673
"Measles","Wisconsin",1947,50,12454,3321517,374.949157267598,389.947123558302
"Measles","Wisconsin",1948,44,30693,3356385,914.466010305731,1080.73255763405
"Measles","Wisconsin",1949,52,39712,3393996,1170.06619925303,1170.06619925303
"Measles","Wisconsin",1950,51,18796,3434575,547.258394415612,557.988951168859
"Measles","Wisconsin",1951,48,32948,3478264,947.254147471267,1026.19199309387
"Measles","Wisconsin",1952,49,39581,3524811,1122.92545614502,1191.67599427635
"Measles","Wisconsin",1953,49,40911,3573855,1144.73027025439,1214.81579700466
"Measles","Wisconsin",1954,52,10448,3625011,288.219815057113,288.219815057113
"Measles","Wisconsin",1955,49,51103,3677874,1389.47119993779,1474.5408652401
"Measles","Wisconsin",1956,52,26782,3732014,717.628604823026,717.628604823026
"Measles","Wisconsin",1957,50,37181,3786974,981.812919761266,1021.08543655172
"Measles","Wisconsin",1958,47,64000,3842268,1665.68287271997,1842.88317832847
"Measles","Wisconsin",1959,47,14972,3897383,384.155213896094,425.022789842487
"Measles","Wisconsin",1960,51,43191,3951777,1092.95134821626,1114.38176680873
"Measles","Wisconsin",1961,51,37401,4004968,933.865139496745,952.176220663348
"Measles","Wisconsin",1962,51,14793,4056816,364.645574263166,371.795487484012
"Measles","Wisconsin",1963,48,58107,4107272,1414.73464625669,1532.62920011141
"Measles","Wisconsin",1964,51,15425,4156286,371.124604995903,378.401558035038
"Measles","Wisconsin",1965,52,20407,4203815,485.440011037593,485.440011037593
"Measles","Wisconsin",1966,51,31459,4249813,740.244335456642,754.758930269518
"Measles","Wisconsin",1967,52,2131,4294241,49.6246018795871,49.6246018795871
"Measles","Wisconsin",1968,52,1384,4337060,31.9110180629274,31.9110180629274
"Measles","Wisconsin",1969,51,671,4378235,15.3258105149678,15.6263166034966
"Measles","Wisconsin",1970,51,1384,4417731,31.3282995275176,31.9425799104101
"Measles","Wisconsin",1971,51,3942,4455510,88.4747200657164,90.2095184983775
"Measles","Wisconsin",1972,50,3455,4491500,76.9230769230769,80
"Measles","Wisconsin",1973,51,1361,4525620,30.0732275356747,30.6628986638252
"Measles","Wisconsin",1974,50,637,4557793,13.976062537285,14.5351050387764
"Measles","Wisconsin",1975,52,1472,4587941,32.0841091897215,32.0841091897215
"Measles","Wisconsin",1976,52,4096,4615990,88.7350275888813,88.7350275888813
"Measles","Wisconsin",1977,49,2107,4641866,45.3912284413208,48.1702832438506
"Measles","Wisconsin",1978,51,1557,4665500,33.3726288715036,34.0269941434939
"Measles","Wisconsin",1979,51,647,4686822,13.804663373177,14.0753430471608
"Measles","Wisconsin",1980,48,1479,4705767,31.4295204161192,34.0486471174625
"Measles","Wisconsin",1981,28,6,4722410,0.127053771273566,0.235957003793765
"Measles","Wisconsin",1982,1,1,4737376,0.021108731922482,1.09765405996906
"Measles","Wisconsin",1984,35,32,4765381,0.671509791137372,0.99767168968981
"Measles","Wisconsin",1985,45,58,4779997,1.21338988288068,1.40213942021767
"Measles","Wisconsin",1986,42,279,4796090,5.81723862563046,7.20229544125676
"Measles","Wisconsin",1987,32,146,4814473,3.03252297811204,4.92784983943206
"Measles","Wisconsin",1989,22,316,4861451,6.50011694039496,15.3639127682063
"Measles","Wisconsin",1990,46,657,4891769,13.4307241408987,15.1825577244942
"Measles","Wisconsin",1991,37,7,4927545,0.14205857074872,0.199649883214417
"Measles","Wisconsin",1993,9,0,5013015,0,0
"Measles","Wisconsin",1994,40,2,5060999,0.0395178896498498,0.0513732565448047
"Measles","Wisconsin",1995,34,0,5111299,0,0
"Measles","Wisconsin",1996,35,1,5162987,0.0193686329250877,0.0287762546315589
"Measles","Wisconsin",1997,5,0,5215094,0,0
"Measles","Wisconsin",1998,1,0,5266615,0,0
"Measles","Wyoming",1928,35,500,220376,226.884960249755,337.086226656779
"Measles","Wyoming",1929,43,696,223016,312.085231552893,377.405396296522
"Measles","Wyoming",1930,35,772,225565,342.251679116884,508.488208973657
"Measles","Wyoming",1931,41,139,228039,60.9544858554896,77.3081284020844
"Measles","Wyoming",1932,45,557,230458,241.692629459598,279.289260708869
"Measles","Wyoming",1933,50,573,232845,246.086452361013,255.929910455453
"Measles","Wyoming",1934,47,2254,235223,958.239627927541,1060.18001387728
"Measles","Wyoming",1935,52,2217,237616,933.0179785873,933.0179785873
"Measles","Wyoming",1936,39,138,240051,57.4877838459327,76.6503784612436
"Measles","Wyoming",1937,42,170,242553,70.0877746306993,86.775340018961
"Measles","Wyoming",1938,51,889,245149,362.636600598004,369.747122178357
"Measles","Wyoming",1939,51,3458,247869,1395.09176218083,1422.44650261575
"Measles","Wyoming",1940,48,990,250742,394.82815005065,427.730495888204
"Measles","Wyoming",1941,48,944,253795,371.953742193503,402.949887376294
"Measles","Wyoming",1942,50,1596,257038,620.919863988982,645.756658548542
"Measles","Wyoming",1943,47,2691,260476,1033.10861653281,1143.01378850438
"Measles","Wyoming",1944,47,1763,264115,667.512257917952,738.52420024965
"Measles","Wyoming",1945,48,377,267960,140.692640692641,152.417027417027
"Measles","Wyoming",1946,46,1011,272018,371.66658088803,420.144830569077
"Measles","Wyoming",1947,46,440,276297,159.248924164938,180.020522969061
"Measles","Wyoming",1948,41,2167,280803,771.715401900977,978.760997532946
"Measles","Wyoming",1949,49,558,285544,195.416468215056,207.380741779243
"Measles","Wyoming",1950,42,609,290529,209.61762853278,259.526587707251
"Measles","Wyoming",1951,44,2193,295744,741.519692707206,876.341455017607
"Measles","Wyoming",1952,47,681,301083,226.183477645699,250.245549735667
"Measles","Wyoming",1953,46,1443,306410,470.937632583793,532.364280312114
"Measles","Wyoming",1954,44,1148,311578,368.447066224188,435.437441901313
"Measles","Wyoming",1955,41,555,316430,175.394242012451,222.45123377189
"Measles","Wyoming",1956,41,1999,320803,623.123848592438,790.303417726995
"Measles","Wyoming",1957,38,218,324526,67.1748950777442,91.9235406327025
"Measles","Wyoming",1958,45,1365,327426,416.888090744168,481.737349304372
"Measles","Wyoming",1959,40,900,329329,273.282948054985,355.26783247148
"Measles","Wyoming",1960,33,694,330066,210.260978107409,331.320329138947
"Measles","Wyoming",1961,35,484,329572,146.857135921741,218.187744798015
"Measles","Wyoming",1962,29,476,328162,145.050310517366,260.090211962174
"Measles","Wyoming",1963,23,329,326250,100.842911877395,227.992670331501
"Measles","Wyoming",1964,32,286,324243,88.205450850134,143.333857631468
"Measles","Wyoming",1965,52,751,322538,232.840781551321,232.840781551321
"Measles","Wyoming",1966,51,235,321526,73.0889570361339,74.522073840764
"Measles","Wyoming",1967,48,207,321596,64.3664722198037,69.7303449047874
"Measles","Wyoming",1968,52,55,323145,17.0202231196522,17.0202231196522
"Measles","Wyoming",1969,2,8,326595,2.44951698586935,63.6874416326031
"Measles","Wyoming",1970,34,11,332416,3.30910666153254,5.06098665881447
"Measles","Wyoming",1971,46,85,340985,24.9277827470417,28.1792326705688
"Measles","Wyoming",1972,34,51,352081,14.4853030978667,22.1539929732079
"Measles","Wyoming",1973,45,72,365309,19.7093419543455,22.7752395916881
"Measles","Wyoming",1974,40,17,380233,4.47094281664137,5.81222566163379
"Measles","Wyoming",1975,27,3,396342,0.756922052167068,1.45777580417361
"Measles","Wyoming",1976,32,4,413027,0.968459689076017,1.57374699474853
"Measles","Wyoming",1977,39,25,429572,5.81974616595123,7.75966155460163
"Measles","Wyoming",1979,25,2,458809,0.435911239753361,0.906695378686992
"Measles","Wyoming",1981,11,1,476591,0.209823517439482,0.991892991532095
"Measles","Wyoming",1982,13,0,480117,0,0
"Measles","Wyoming",1985,14,5,475320,1.05192291508878,3.90714225604405
"Measles","Wyoming",1991,21,3,452414,0.663109452846287,1.64198531180985
"Measles","Wyoming",1992,39,1,452883,0.220807581649124,0.294410108865498
"Measles","Wyoming",1996,19,1,467464,0.213920216316123,0.585465855180967
"Measles","Wyoming",1997,1,3,473401,0.633712222830117,32.9530355871661
"Mumps","Alabama",1968,44,548,3386068,16.1839632281454,19.1265019968992
"Mumps","Alabama",1969,37,234,3412450,6.85724332957259,9.63720684156148
"Mumps","Alabama",1970,51,392,3444165,11.3815685369313,11.6047365474594
"Mumps","Alabama",1971,51,1025,3481798,29.4388129351559,30.0160445613354
"Mumps","Alabama",1972,50,849,3524543,24.0882293108638,25.0517584832984
"Mumps","Alabama",1973,49,755,3571209,21.1412997671097,22.4356650589735
"Mumps","Alabama",1974,50,613,3620548,16.9311386011178,17.6083841451626
"Mumps","Alabama",1975,52,453,3671246,12.3391349966742,12.3391349966742
"Mumps","Alabama",1976,52,389,3721914,10.4516117245052,10.4516117245052
"Mumps","Alabama",1977,50,288,3771085,7.63705936090011,7.94254173533612
"Mumps","Alabama",1978,51,437,3817217,11.448130928894,11.6726040843625
"Mumps","Alabama",1979,51,28,3858703,0.725632421049249,0.739860507736489
"Mumps","Alabama",1980,47,34,3893888,0.873163275368989,0.966052985514626
"Mumps","Alabama",1981,42,19,3921581,0.484498471407323,0.599855250313828
"Mumps","Alabama",1982,46,10,3942588,0.253640502127029,0.286724045882729
"Mumps","Alabama",1983,27,2,3958271,0.0505271114585131,0.0973114739200993
"Mumps","Alabama",1984,44,5,3970041,0.125943283709161,0.148842062565372
"Mumps","Alabama",1985,15,1,3979341,0.0251297890781413,0.0871166021375566
"Mumps","Alabama",1986,44,4,3987637,0.100310033235222,0.118548221096171
"Mumps","Alabama",1987,48,64,3996407,1.60143849212555,1.73489169980268
"Mumps","Alabama",1988,49,18,4007144,0.449197732849131,0.476699634860303
"Mumps","Alabama",1989,50,30,4021358,0.746016644128675,0.775857309893822
"Mumps","Alabama",1990,48,19,4040587,0.470228706868581,0.509414432440963
"Mumps","Alabama",1991,47,14,4066003,0.344318486730088,0.38094811297797
"Mumps","Alabama",1992,44,12,4097169,0.292885160460796,0.346137007817305
"Mumps","Alabama",1993,49,22,4133242,0.532269825962283,0.564857774490586
"Mumps","Alabama",1994,30,12,4173361,0.287538029899642,0.498399251826046
"Mumps","Alabama",1995,49,2,4216645,0.0474310737565055,0.0503350170477201
"Mumps","Alabama",1996,50,7,4262177,0.164235319180785,0.170804731948016
"Mumps","Alabama",1997,47,8,4309007,0.185657623670604,0.205408434699392
"Mumps","Alabama",1998,21,4,4356137,0.0918244765947444,0.227374894425081
"Mumps","Alabama",1999,44,11,4402529,0.24985638936166,0.295284823791053
"Mumps","Alabama",2000,48,4,4447100,0.089946257111376,0.0974417785373239
"Mumps","Alabama",2002,46,2,4528129,0.0441683529775764,0.0499294424963907
"Mumps","Arizona",1968,50,2014,1661517,121.214528650625,126.06310979665
"Mumps","Arizona",1969,49,2101,1712707,122.671303381139,130.181791343249
"Mumps","Arizona",1970,50,987,1770900,55.7343723530408,57.9637472471625
"Mumps","Arizona",1971,51,1245,1837891,67.7406875598172,69.0689363354999
"Mumps","Arizona",1972,50,976,1913632,51.0024915971305,53.0425912610157
"Mumps","Arizona",1973,49,164,1997501,8.21025871826848,8.71292761938696
"Mumps","Arizona",1978,45,27,2504256,1.07816453269953,1.2458790155639
"Mumps","Arizona",1979,50,65,2612561,2.48798018496027,2.58749939235869
"Mumps","Arizona",1980,50,43,2718215,1.5819204882616,1.64519730779206
"Mumps","Arizona",1981,47,38,2819039,1.34797709432186,1.49137891286674
"Mumps","Arizona",1982,51,63,2915148,2.16112526705334,2.20350027228968
"Mumps","Arizona",1983,48,90,3007444,2.99257442532596,3.24195562743645
"Mumps","Arizona",1984,51,203,3097045,6.55463514414547,6.68315740187381
"Mumps","Arizona",1985,51,124,3185267,3.89292326200598,3.96925509067276
"Mumps","Arizona",1986,50,201,3273618,6.13999556454052,6.38559538712214
"Mumps","Arizona",1987,50,189,3363792,5.61865894205111,5.84340529973316
"Mumps","Arizona",1988,51,141,3457679,4.07787998828116,4.15783841942392
"Mumps","Arizona",1989,51,130,3557380,3.65437484890566,3.72602925770773
"Mumps","Arizona",1990,49,123,3665228,3.35586217283072,3.5613231221877
"Mumps","Arizona",1991,46,137,3783229,3.62124523786427,4.09358157323787
"Mumps","Arizona",1992,45,60,3911122,1.53408663805425,1.77272233730713
"Mumps","Arizona",1993,47,21,4047937,0.51878277749876,0.57397243467948
"Mumps","Arizona",1994,32,96,4192532,2.28978574283989,3.72090183211482
"Mumps","Arizona",1995,44,6,4343559,0.138135570392851,0.163251128646096
"Mumps","Arizona",1996,43,1,4499438,0.0222249978775127,0.0268767416193177
"Mumps","Arizona",1997,33,33,4658333,0.708407921889655,1.1162791496443
"Mumps","Arizona",1998,47,6,4818136,0.124529486091717,0.137777303761048
"Mumps","Arizona",1999,13,8,4976457,0.160756940128288,0.643027760513152
"Mumps","Arizona",2000,33,6,5130632,0.116944657110469,0.184276429386194
"Mumps","Arizona",2001,30,1,5278300,0.0189454938142963,0.0328388559447802
"Mumps","Arizona",2002,23,0,5419266,0,0
"Mumps","Arkansas",1968,13,19,1867112,1.01761436914336,4.07045747657345
"Mumps","Arkansas",1969,17,89,1893248,4.70091609762694,14.3792727692118
"Mumps","Arkansas",1970,46,156,1923295,8.11108020350492,9.16904718657078
"Mumps","Arkansas",1971,49,158,1957252,8.07254252390597,8.56677982128796
"Mumps","Arkansas",1972,48,217,1994452,10.8801816238245,11.7868634258099
"Mumps","Arkansas",1973,51,337,2034009,16.5682649388474,16.8931328788248
"Mumps","Arkansas",1974,49,184,2074967,8.86761090658309,9.41052586004736
"Mumps","Arkansas",1975,52,185,2116289,8.74171722293127,8.74171722293127
"Mumps","Arkansas",1976,49,81,2156856,3.75546628982185,3.98539279736197
"Mumps","Arkansas",1977,45,151,2195463,6.87782030487419,7.94770346341017
"Mumps","Arkansas",1978,50,629,2230829,28.1957962712516,29.3236281221017
"Mumps","Arkansas",1979,51,641,2261613,28.3426032658992,28.8983405848384
"Mumps","Arkansas",1980,49,25,2286435,1.09340523566163,1.1603484133552
"Mumps","Arkansas",1981,25,7,2304331,0.303775803042184,0.631853670327744
"Mumps","Arkansas",1982,49,8,2316088,0.34541001896301,0.366557571144419
"Mumps","Arkansas",1983,49,2,2322996,0.0860957143275322,0.0913668805108505
"Mumps","Arkansas",1984,44,8,2326399,0.343879102423961,0.406402575591954
"Mumps","Arkansas",1985,51,7,2327671,0.300729785266045,0.306626447722242
"Mumps","Arkansas",1986,47,184,2328197,7.90311129169911,8.74386781209263
